iid,sub_class,model,n_msgs,n_turns_extracted,tool_entropy_last10,n_tools_last10
mahmoud__glom.fb3c4e76.func_pm_remove_assign__tuizqj7y,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
modin-project__modin.8c7799fd.func_pm_remove_assign__xrusxciv,success,claude-3-7-sonnet-20250219,63,31,1.7609640474436812,10
mahmoud__glom.fb3c4e76.func_pm_ctrl_invert_if__raknbles,success,claude-3-7-sonnet-20250219,59,29,1.5709505944546687,10
keleshev__schema.24a30457.func_pm_ctrl_shuffle__t2num235,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__nwctaubn,wandering,claude-3-7-sonnet-20250219,55,27,1.8464393446710154,10
jawah__charset_normalizer.1fdd6463.func_pm_ctrl_shuffle__a0443m9b,success,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
pydata__patsy.a5d16484.func_pm_ctrl_shuffle__p93vnmwg,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
pyasn1__pyasn1.0f07d724.func_pm_ctrl_shuffle__nl69pjbw,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.func_pm_class_rm_funcs__rbjxq852,success,claude-3-7-sonnet-20250219,93,46,2.1219280948873624,10
getmoto__moto.694ce1f4.func_pm_remove_cond__1bg2g8en,success,claude-3-7-sonnet-20250219,91,45,1.4854752972273344,10
marshmallow-code__apispec.8b421526.func_pm_ctrl_invert_if__sfjed7bx,success,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
lepture__mistune.bf54ef67.func_pm_ctrl_shuffle__revil84t,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
r1chardj0n3s__parse.30da9e4f.func_pm_remove_cond__k4df18dk,wandering,claude-3-7-sonnet-20250219,87,43,1.5709505944546687,10
pexpect__ptyprocess.1067dbda.func_pm_ctrl_shuffle__xib4ybaf,success,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
john-kurkowski__tldextract.3d1bf184.func_pm_remove_cond__g83pi8sy,success,claude-3-7-sonnet-20250219,31,15,2.1219280948873624,10
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__cqdxidw3,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
matthewwithanm__python-markdownify.6258f5c3.func_pm_remove_assign__lkj9fjf0,success,claude-3-7-sonnet-20250219,39,19,1.1567796494470395,10
pndurette__gTTS.dbcda4f3.func_pm_class_rm_base__n9eahnvx,success,claude-3-7-sonnet-20250219,49,24,1.3709505944546687,10
pydata__patsy.a5d16484.func_pm_op_change__kh96ntd9,success,claude-3-7-sonnet-20250219,33,16,1.5709505944546687,10
tornadoweb__tornado.d5ac65c1.func_pm_remove_wrapper__7nxviy4t,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__c4ctdv6a,wandering,claude-3-7-sonnet-20250219,33,16,2.1219280948873624,10
encode__starlette.db5063c2.func_pm_class_rm_funcs__jqyg7xg2,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
django-money__django-money.835c1ab8.func_pm_class_rm_funcs__nod6kl9o,wandering,claude-3-7-sonnet-20250219,41,20,1.9219280948873623,10
marshmallow-code__apispec.8b421526.func_pm_class_rm_funcs__9z4l7um1,success,claude-3-7-sonnet-20250219,39,19,1.5709505944546687,10
seperman__deepdiff.ed252022.func_pm_remove_cond__zfum8cf3,success,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
mahmoud__glom.fb3c4e76.func_pm_remove_assign__dkikiptf,success,claude-3-7-sonnet-20250219,81,40,1.7609640474436812,10
pygments__pygments.27649ebb.func_pm_ctrl_invert_if__1rarttzj,wandering,claude-3-7-sonnet-20250219,61,30,1.8464393446710154,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_remove_loop__o8znmafj,success,claude-3-7-sonnet-20250219,73,36,1.8464393446710154,10
mido__mido.a0158ff9.func_pm_ctrl_invert_if__i99ulr3u,success,claude-3-7-sonnet-20250219,81,40,1.4854752972273344,10
msiemens__tinydb.10644a0e.func_pm_ctrl_shuffle__lqjyurqa,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
seperman__deepdiff.ed252022.func_pm_remove_cond__6pebtc7y,success,claude-3-7-sonnet-20250219,63,31,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.func_pm_ctrl_shuffle__u7idmckg,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
pydata__patsy.a5d16484.func_pm_op_change__0wj92703,success,claude-3-7-sonnet-20250219,41,20,1.5219280948873621,10
amueller__word_cloud.ec24191c.func_pm_ctrl_invert_if__2afmf2dq,success,claude-3-7-sonnet-20250219,41,20,1.1567796494470395,10
theskumar__python-dotenv.2b8635b7.func_pm_remove_assign__9y71521c,success,claude-3-7-sonnet-20250219,61,30,2.170950594454669,10
andialbrecht__sqlparse.e57923b3.func_pm_ctrl_invert_if__451qn9zb,wandering,claude-3-7-sonnet-20250219,45,22,1.5709505944546687,10
weaveworks__grafanalib.5c3b17ed.func_pm_ctrl_shuffle__l9khaqft,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
Knio__dominate.9082227e.func_pm_remove_cond__inf10y4j,success,claude-3-7-sonnet-20250219,49,24,1.5709505944546687,10
benoitc__gunicorn.bacbf8aa.func_pm_remove_loop__00fb1goe,wandering,claude-3-7-sonnet-20250219,73,36,1.8464393446710154,10
pndurette__gTTS.dbcda4f3.func_pm_ctrl_shuffle__0luttjxp,success,claude-3-7-sonnet-20250219,45,22,1.3709505944546687,10
prettytable__prettytable.ca90b055.func_pm_remove_cond__zfsjpyzp,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__p8zgf1es,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
mahmoud__boltons.3bfcfdd0.func_pm_remove_cond__qs36kw2a,locked,claude-3-7-sonnet-20250219,17,7,1.4488156357251847,7
adrienverge__yamllint.8513d9b9.func_pm_remove_assign__7w6v3juk,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
tweepy__tweepy.91a41c6e.func_pm_ctrl_invert_if__bjfyztws,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
kayak__pypika.1c9646f0.func_pm_ctrl_invert_if__kw3mjfo2,wandering,claude-3-7-sonnet-20250219,45,22,1.9609640474436814,10
gruns__furl.da386f68.func_pm_remove_assign__owv1w9ya,wandering,claude-3-7-sonnet-20250219,81,40,2.1219280948873624,10
getmoto__moto.694ce1f4.func_pm_ctrl_shuffle__8vk9z1a5,success,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
getmoto__moto.694ce1f4.func_pm_ctrl_invert_if__s3yti340,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
jawah__charset_normalizer.1fdd6463.func_pm_remove_cond__a6n81blj,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_remove_cond__ivu5szhw,wandering,claude-3-7-sonnet-20250219,87,43,1.7609640474436812,10
bottlepy__bottle.a8dfef30.func_pm_remove_loop__v6pgh7r1,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
facebookresearch__hydra.0f03eb60.func_pm_ctrl_invert_if__onb1e0hn,wandering,claude-3-7-sonnet-20250219,85,42,1.5709505944546687,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__pqge760c,success,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
tweepy__tweepy.91a41c6e.func_pm_class_rm_funcs__pgyht5q2,success,claude-3-7-sonnet-20250219,41,20,1.3709505944546687,10
jawah__charset_normalizer.1fdd6463.func_pm_remove_cond__67254dru,wandering,claude-3-7-sonnet-20250219,37,18,1.4854752972273344,10
django-money__django-money.835c1ab8.func_pm_class_rm_funcs__mj51j2w4,wandering,claude-3-7-sonnet-20250219,63,31,1.8464393446710154,10
spulec__freezegun.5f171db0.func_pm_ctrl_shuffle__w0b37fdo,success,claude-3-7-sonnet-20250219,89,44,1.7609640474436812,10
pandas-dev__pandas.95280573.func_pm_ctrl_invert_if__9w09hk9s,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
sunpy__sunpy.f8edfd5c.func_pm_ctrl_shuffle__1ylz4uy1,wandering,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
python-hyper__h11.bed0dd4a.func_pm_remove_cond__pxkz8swe,success,claude-3-7-sonnet-20250219,71,35,1.5219280948873621,10
agronholm__exceptiongroup.0b4f4937.func_pm_op_break_chains__wl84k26v,success,claude-3-7-sonnet-20250219,59,29,1.8464393446710154,10
pallets__click.fde47b4b.func_pm_remove_assign__j8x3cg4c,wandering,claude-3-7-sonnet-20250219,37,18,2.1219280948873624,10
tox-dev__pipdeptree.c31b6418.func_pm_ctrl_invert_if__zxdv4kz3,success,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_assign__6caklxrl,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
cantools__cantools.0c6a7871.func_pm_remove_assign__7lkcr6a8,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
tkrajina__gpxpy.09fc46b3.func_pm_ctrl_shuffle__a8tvrnqc,success,claude-3-7-sonnet-20250219,33,16,2.1219280948873624,10
sloria__environs.73c372df.func_pm_op_swap__apvdgl4u,wandering,claude-3-7-sonnet-20250219,107,53,1.5219280948873621,10
marshmallow-code__apispec.8b421526.func_pm_ctrl_shuffle__smncs4i8,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
mido__mido.a0158ff9.func_pm_ctrl_shuffle__xpwp2rug,success,claude-3-7-sonnet-20250219,31,15,1.3709505944546687,10
mozilla__bleach.73871d76.func_pm_remove_cond__i81wmzms,success,claude-3-7-sonnet-20250219,53,26,1.5709505944546687,10
lincolnloop__python-qrcode.456b01d4.func_pm_ctrl_shuffle__fgb5wowf,success,claude-3-7-sonnet-20250219,35,17,1.4854752972273344,10
vi3k6i5__flashtext.b316c7e9.func_pm_ctrl_invert_if__u4vujemy,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
pandas-dev__pandas.95280573.func_pm_remove_cond__2vdl8q5o,wandering,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
buriy__python-readability.40256f40.func_pm_op_swap__h4okl3xc,success,claude-3-7-sonnet-20250219,37,18,1.8464393446710154,10
python-jsonschema__jsonschema.93e0caa5.func_pm_remove_assign__otsfiwic,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_remove_assign__9a4u83h2,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
martinblech__xmltodict.0952f382.func_pm_remove_assign__f7fiaomg,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
getmoto__moto.694ce1f4.func_pm_op_swap__pok8g8z5,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
PyCQA__flake8.cf1542ce.func_pm_remove_cond__c7i9mnxb,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
life4__textdistance.c3aca916.func_pm_ctrl_shuffle__asaa092v,success,claude-3-7-sonnet-20250219,45,22,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.func_pm_remove_cond__icvukypi,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
bottlepy__bottle.a8dfef30.func_pm_remove_cond__w81x6oax,success,claude-3-7-sonnet-20250219,99,49,1.3709505944546687,10
marshmallow-code__marshmallow.9716fc62.func_pm_remove_wrapper__q330e8su,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
pdfminer__pdfminer.six.1a8bd2f7.func_pm_remove_assign__jeg94vb0,success,claude-3-7-sonnet-20250219,57,28,1.7609640474436812,10
Knio__dominate.9082227e.func_pm_ctrl_shuffle__jfirwmwl,success,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
pylint-dev__astroid.b114f6b5.func_pm_remove_loop__thng7ipa,locked,claude-3-7-sonnet-20250219,101,50,1.4854752972273344,10
modin-project__modin.8c7799fd.func_pm_remove_assign__eierb5tm,success,claude-3-7-sonnet-20250219,35,17,1.8464393446710154,10
scrapy__scrapy.35212ec5.func_pm_ctrl_shuffle__jnjtmyw1,locked,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
marshmallow-code__webargs.dbde72fe.func_pm_class_rm_funcs__odjb5n83,success,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
python-hyper__h11.bed0dd4a.func_pm_remove_assign__sbnpl0fu,locked,claude-3-7-sonnet-20250219,81,40,1.9709505944546686,10
pallets__jinja.ada0a9a6.func_pm_remove_cond__gb0johii,success,claude-3-7-sonnet-20250219,105,52,1.4854752972273344,10
gawel__pyquery.811cd048.func_pm_remove_assign__ftl8zjdv,locked,claude-3-7-sonnet-20250219,83,41,1.5709505944546687,10
madzak__python-json-logger.5f85723f.func_pm_remove_cond__vy5nnsfk,success,claude-3-7-sonnet-20250219,39,19,1.5709505944546687,10
graphql-python__graphene.82903263.func_pm_ctrl_shuffle__hxj50ore,success,claude-3-7-sonnet-20250219,35,17,1.5709505944546687,10
graphql-python__graphene.82903263.func_pm_remove_assign__e75f7w9o,locked,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
arrow-py__arrow.1d70d009.func_pm_remove_assign__cru2kv8m,success,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
tornadoweb__tornado.d5ac65c1.func_pm_ctrl_invert_if__z0wlut1a,success,claude-3-7-sonnet-20250219,59,29,1.8464393446710154,10
paramiko__paramiko.23f92003.func_pm_remove_assign__u9x8s4vb,wandering,claude-3-7-sonnet-20250219,77,38,1.5219280948873621,10
pandas-dev__pandas.95280573.func_pm_ctrl_shuffle__6gupnvfd,success,claude-3-7-sonnet-20250219,45,22,1.9219280948873623,10
pyutils__line_profiler.a646bf0f.func_pm_op_swap__2qoauf50,success,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
lepture__mistune.bf54ef67.func_pm_remove_cond__bgz1ybhp,wandering,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
cknd__stackprinter.219fcc52.func_pm_remove_loop__ny292fqp,wandering,claude-3-7-sonnet-20250219,97,48,1.4854752972273344,10
prettytable__prettytable.ca90b055.func_pm_ctrl_invert_if__43pobfxy,success,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_swap__15tl8pia,success,claude-3-7-sonnet-20250219,61,30,1.7609640474436812,10
getmoto__moto.694ce1f4.func_pm_remove_loop__uj5nc20p,success,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
pyutils__line_profiler.a646bf0f.func_pm_op_break_chains__viq255lr,wandering,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
jd__tenacity.0d40e76f.func_pm_ctrl_shuffle__ld25mubm,success,claude-3-7-sonnet-20250219,29,14,2.1219280948873624,10
weaveworks__grafanalib.5c3b17ed.func_pm_ctrl_invert_if__olofvruo,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
weaveworks__grafanalib.5c3b17ed.func_pm_remove_cond__symxkgpq,wandering,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
jaraco__inflect.c079a96a.func_pm_remove_cond__27n9219v,locked,claude-3-7-sonnet-20250219,101,50,1.9609640474436814,10
gruns__furl.da386f68.func_pm_remove_assign__d4skg31d,wandering,claude-3-7-sonnet-20250219,83,41,1.5709505944546687,10
bottlepy__bottle.a8dfef30.func_pm_ctrl_shuffle__arx7dl7j,success,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
facelessuser__soupsieve.a8080d97.func_pm_remove_assign__lnxla9zv,wandering,claude-3-7-sonnet-20250219,95,47,1.3709505944546687,10
conan-io__conan.86f29e13.func_pm_remove_cond__18feoafp,success,claude-3-7-sonnet-20250219,51,25,1.5219280948873621,10
pdfminer__pdfminer.six.1a8bd2f7.func_pm_op_break_chains__rivx4klg,success,claude-3-7-sonnet-20250219,45,22,1.5709505944546687,10
facelessuser__soupsieve.a8080d97.func_pm_remove_assign__8z2upne5,success,claude-3-7-sonnet-20250219,41,20,2.170950594454669,10
paramiko__paramiko.23f92003.func_pm_ctrl_shuffle__b0o2afet,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
cknd__stackprinter.219fcc52.func_pm_op_swap__r1pbwa05,locked,claude-3-7-sonnet-20250219,67,33,1.7609640474436812,10
alecthomas__voluptuous.a7a55f83.func_pm_ctrl_shuffle__ur90hg4c,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
dask__dask.5f61e423.func_pm_op_change_const__4imgkafy,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
iterative__dvc.1d6ea681.func_pm_remove_assign__ukoy6wi5,success,claude-3-7-sonnet-20250219,49,24,1.4854752972273344,10
tweepy__tweepy.91a41c6e.func_pm_op_break_chains__lk64ft9o,success,claude-3-7-sonnet-20250219,55,27,1.4854752972273344,10
modin-project__modin.8c7799fd.func_pm_op_change_const__rfk6n7q5,success,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
lepture__mistune.bf54ef67.func_pm_remove_cond__fs0evpci,wandering,claude-3-7-sonnet-20250219,129,64,1.9219280948873623,10
oauthlib__oauthlib.1fd52536.func_pm_ctrl_shuffle__1bfzf9ym,success,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
pydata__patsy.a5d16484.func_pm_op_change__21phwhpp,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__8u5gz5v4,success,claude-3-7-sonnet-20250219,31,15,1.4854752972273344,10
tkrajina__gpxpy.09fc46b3.func_pm_ctrl_shuffle__ypf3k72g,locked,claude-3-7-sonnet-20250219,129,64,1.5709505944546687,10
pudo__dataset.5c2dc8d3.func_pm_remove_cond__27go465n,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
alecthomas__voluptuous.a7a55f83.func_pm_ctrl_invert_if__7rm50emx,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__w8e3m8ag,success,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
davidhalter__parso.338a5760.func_pm_ctrl_shuffle__nrgnwola,success,claude-3-7-sonnet-20250219,73,36,1.7609640474436812,10
mido__mido.a0158ff9.func_pm_remove_loop__n65ov8a8,success,claude-3-7-sonnet-20250219,85,42,1.3709505944546687,10
agronholm__typeguard.b6a7e438.func_pm_ctrl_invert_if__8cp6cg0l,success,claude-3-7-sonnet-20250219,55,27,1.4854752972273344,10
erikrose__parsimonious.0d3f5f93.func_pm_remove_cond__faplhgmw,success,claude-3-7-sonnet-20250219,51,25,1.4854752972273344,10
madzak__python-json-logger.5f85723f.func_pm_ctrl_shuffle__qw7rmlbf,success,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
django__channels.a144b4b8.func_pm_remove_loop__7kc26o7d,success,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
kayak__pypika.1c9646f0.func_pm_ctrl_shuffle__vumemcns,success,claude-3-7-sonnet-20250219,47,23,1.8464393446710154,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__y1oeadai,success,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
davidhalter__parso.338a5760.func_pm_ctrl_invert_if__sa0olfqf,success,claude-3-7-sonnet-20250219,49,24,1.8464393446710154,10
life4__textdistance.c3aca916.func_pm_remove_assign__wz2xdz8k,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
life4__textdistance.c3aca916.func_pm_op_change_const__j1nrey18,success,claude-3-7-sonnet-20250219,41,20,1.5709505944546687,10
pallets__click.fde47b4b.func_pm_remove_wrapper__301i7ts1,success,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__z6689b9m,success,claude-3-7-sonnet-20250219,49,24,1.5219280948873621,10
pygments__pygments.27649ebb.func_pm_ctrl_invert_if__rh27k1ok,wandering,claude-3-7-sonnet-20250219,67,33,2.1219280948873624,10
alecthomas__voluptuous.a7a55f83.func_pm_ctrl_shuffle__goga68qs,success,claude-3-7-sonnet-20250219,37,18,1.9609640474436814,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__50cy7v3i,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
life4__textdistance.c3aca916.func_pm_ctrl_shuffle__xxd63ulb,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__j7dgv9qd,success,claude-3-7-sonnet-20250219,31,15,2.1219280948873624,10
getnikola__nikola.0f4c230e.func_pm_class_rm_funcs__loiwq6sx,success,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
pyasn1__pyasn1.0f07d724.func_pm_ctrl_invert_if__fwnomrx6,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
lincolnloop__python-qrcode.456b01d4.func_pm_remove_wrapper__65w3vb3u,success,claude-3-7-sonnet-20250219,81,40,1.5219280948873621,10
scrapy__scrapy.35212ec5.func_pm_ctrl_shuffle__zm58zmsu,wandering,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
bottlepy__bottle.a8dfef30.func_pm_op_change__nonnesbi,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
tornadoweb__tornado.d5ac65c1.func_pm_ctrl_shuffle__m6k63wps,success,claude-3-7-sonnet-20250219,133,66,1.7609640474436812,10
life4__textdistance.c3aca916.func_pm_ctrl_shuffle__1vccrmac,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
tox-dev__pipdeptree.c31b6418.func_pm_ctrl_invert_if__0qedlj6j,success,claude-3-7-sonnet-20250219,43,21,2.1219280948873624,10
matthewwithanm__python-markdownify.6258f5c3.func_pm_ctrl_shuffle__u8j5kocu,success,claude-3-7-sonnet-20250219,35,17,1.5709505944546687,10
vi3k6i5__flashtext.b316c7e9.func_pm_ctrl_shuffle__ath4kd3o,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
facebookresearch__hydra.0f03eb60.func_pm_op_change__dtquezsa,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
marshmallow-code__apispec.8b421526.func_pm_op_swap__53fevqi2,wandering,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
kennethreitz__records.5941ab27.func_pm_ctrl_shuffle__4ovmysba,wandering,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
python-jsonschema__jsonschema.93e0caa5.func_pm_remove_assign__hrtycvya,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
google__textfsm.c31b6007.func_pm_class_rm_funcs__l5u9pdpm,success,claude-3-7-sonnet-20250219,63,31,1.7609640474436812,10
alecthomas__voluptuous.a7a55f83.func_pm_remove_loop__x53eehb2,wandering,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
jawah__charset_normalizer.1fdd6463.func_pm_remove_wrapper__oumjyo2c,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
tornadoweb__tornado.d5ac65c1.func_pm_ctrl_invert_if__i50li4ln,success,claude-3-7-sonnet-20250219,81,40,1.7609640474436812,10
pdfminer__pdfminer.six.1a8bd2f7.func_pm_class_rm_funcs__zwxps2tf,wandering,claude-3-7-sonnet-20250219,45,21,1.5219280948873621,10
